text,label,label_name
i love my tango family sometimes especially when i m feeling ugly and awkward and like an outsider i need something from tango that i can t get when i know everyone at the milonga,0,sadness
i feel special now its just fun to say lol amvassago of the i just cant stop laughing when ever i read something and then i see beefy amkris toshibalol amits an epic word so is beef cake amvassago of the nooo,1,joy
i love the passion and the feeling of wonderful uncertainty of those teenage years,1,joy
i dont know if you guys can relate but i always like to feel welcomed and see a smiling face when im having a spa treatment,1,joy
i feel paranoid thinking about it just looking out the window and feeling my insomnia creep up on me,4,fear
i also feel disappointed in his mother gertrude,0,sadness
i feel like that s so weird that i had cancer that one time,5,surprise
i feel dirty srcurl http draftbloger,0,sadness
i feel almost embarrassed at my own contribution because its ridiculously unsophisticated and it is pretty much immune to alteration by any of the things that are happening here,0,sadness
i can tell you that i feel oddly vulnerable and disjointed and like i just dont want to come out and play a lot of the time,4,fear
i am normally very able to express how i feel particularly when im excited or happy,1,joy
i get angry at myself when i feel bitter,3,anger
i did not sleep better my food did not taste better my thoughts were not clearer i did not feel more vigorous i was in essence pounds of body and mind almost exclusively devoted to thinking about the cigarette i wanted but could not have,1,joy
im all about driving to fall out boy or out with friends avenue q when youre feeling totally emo more fall out boy and when youre feeling rebellious muse or when youre in an easy goin mood moshav band when you feel like dancin beatles or feel like making out to oh who cares,3,anger
im feeling overwhelmed by college with everything else that had happened this semester,4,fear
i feel like im not serving a purpose to anyone whether it be keeping them from committing suicide or just a casual conversation partner at a social gathering i am transported to a dark spot,1,joy
i could already feel the difference in strength during technique class and three classes in i am starting to find my balance though it is still pretty shaky business,4,fear
i let myself fall asleep earlier this afternoon and i m feeling extremely shitty,0,sadness
i talked to him i tried not to ask about how he was feeling i was convinced that everyone would be asking him the same things and he was probably a bit sick of always talking about it,1,joy
im going to putter on the computer till i feel less violent and down,3,anger
i feel that the very foundations of my faith have been shaken to the core,4,fear
i feel civilly disturbed class delicious title share this on del,0,sadness
i almost always feel fantastic after i exercise so i recommend doing it every day if you can,1,joy
i feel a bit ashamed that its taken us nearly a month to build this thing but with nathans crazy work schedule and my limited abilities with power tools we were only able to work on it for short spurts at a time,0,sadness
i didn t feel an aching inside,0,sadness
i know that there will be days that i am going to feel discouraged,0,sadness
i once knew a quaker who announced quite excitedly that he was feeling absolutely wonderful because for a period of about a fortnight nothing much had been happening in his brain,1,joy
i feel to write something is making me reluctant,4,fear
i often times feel lost here because all our friends seem to leave us and move away,0,sadness
ive been feeling pretty terrible for weeks so it would be hard to get significantly worse from where i was,0,sadness
i like products that are organic because i can feel assured there are no added ingredients that could have potentially negative effects,1,joy
i think its kind of taken us this long to build up a good inventory of sauces oils spices and other non perishables to feel like we have a chance at making something delicious without having to specifically go out and buy every single item in a recipe,1,joy
i didn t sleep well last night and i woke up feeling to borrow a wonderful phrase from a book i read rough as a badger s arse,1,joy
i wonder if the people in this room know that the motion of their movements provide me with an embrace of energy that feels as safe and sound as someone s arms around me,1,joy
i cried like an effing baby for half the day and just sat in bed again so depressed stressing over the decisions i make and everything is oh so focused on me i feel when really i cant be blamed for this,0,sadness
i consider roethisberger stating how he feels the steelers offense should have run to be successful and win the game,1,joy
i was going crazy thank god i have a craving for fruits and chocolate it made me go out in the cold with a gross wind blowing in my neck feeling mad and angry and crappy,3,anger
i dont really know why im bothering to do my homework but i get the feeling that it will be in vain,0,sadness
i want to say that i feel as though i dont play a really vital role in anyones life with the exception of one friend,1,joy
i am a very generous person in that i give quality time and make people feel special,1,joy
i feel really pissed off justanswer,3,anger
i do have to say that at first listen yunhos raps gave me that wtf feeling but after listening a couple times im determined to learn them,1,joy
i feel satisfied and happy with my choices today,1,joy
i know my good friends are biking through tulip fields i feel a little regretful,0,sadness
i am too fragile to feel too vulnerable of pain and too easy for tears,4,fear
i was in the firm i feel passionate about what i am doing because it challenges my mind and intellect to solve some design problems and be around architects and designers really helped to create a conducive environment,2,love
i just remember feeling so amazed that this little person and i am only a child was my new brother,5,surprise
i feel all the effort was worthwhile,1,joy
i cant get wrapped up in that kind of crap tv because my brain starts getting mushy and i feel feverishly hostile,3,anger
i often feel like im drowning as i try to come up with valuable content and write engaging posts,1,joy
i can t take medication because its triggering i have to be really at the point of i can t stand what i m feeling anymore just so i can get past that barrier but medicine has me afraid of vomiting,4,fear
i returned home defeated and feeling totally unsure of who i was,4,fear
i still second guess myself and still have a terrible time making definitive decisions but there are certain truths that i do know about myself and i feel assured by those truths,1,joy
i knew that euphoria he was feeling from the aftereffects of an ecstatic act,1,joy
i feel intelligent on the outside in comparison to most people i know though i feel so empty on the inside,1,joy
i sometimes feel all nostalgic and feel the need to go back and look at some of my old blog posts and all i can say is that without knowing it they record and hold so many memories,2,love
i hate feeling so indecisive about things because i keep my emotions under lock and key,4,fear
i feel out of place posting here since i feel so hesitant to join aa full force but i could use some insight from the people on the inside,4,fear
i feel assured that i am properly preparing crystal for her spanish sojourn,1,joy
i could see that when i am angry with my coworker i am also in a moment where i do not trust the other person s intentions i do not feel respected or appreciated by that person,1,joy
i still cognize that disregarding of how i feel this jesus thing is real and he has shaken my cosmos for the last about yearses,4,fear
i might i could not stress to her how important it is to me not to expose my friends to a situation where they may have cause to feel unwelcome or uncomfortable,0,sadness
i was feeling generous that saturday morning and told them to go ahead with their plan to have the stand and if they made enough money id take them to the theater to see a movie,2,love
i was feeling remorseful about my breakfast and so i took a diet pill,0,sadness
i read her novels to make me feel relaxed,1,joy
i feel pretty pathetic right now,0,sadness
i was feeling that we had two too many as it was but oh well,1,joy
i feel rude about going to the bathroom when she s in there,3,anger
i feel like its important to vote on all of the local stuff,1,joy
i feel wonderful earley said,1,joy
i feel really wonderful with his blessings,1,joy
i feel all of this just from her eyes not from her touch or from her words but from her eyes i know that i can assuredly return this love and know that it shall not be in vain,0,sadness
i was feeling apprehensive about my journey because i would be using public transportation the whole way,4,fear
i feel more resolved than ever to persevere with the use of web based technology for learning despite problems mistakes and frustrations,1,joy
i will give proper praise to the amish for being punctual but feel that i should point out that they have never had to finish a game or tv show before they rushed out the door,3,anger
i just feel so ugly,0,sadness
i feel like my fear of end times is gone and i am honestly longing for home more than i ever have in my life,2,love
i also chat when i feel frustrated with guys but now i think about my future husband,3,anger
i feel as if i am on hold somehow that ive been given a time for contemplation consolidation and it is a most curious feeling,5,surprise
ive been feeling a little burdened lately wasnt sure why that was,0,sadness
i can still feel all my muscles aching,0,sadness
i stopped feeling intimidated when looking at a wod i guess that means i am learning how to find a right balance where to scale down and where to push harder,4,fear
i am so blessed and feel blessed to be able to share my creations with you,1,joy
i feel is hostile kinship or mounting nausea did you know that back means the binding itself,3,anger
i secretly well i guess not secretly anymore feel insecure about this but at the same time want them to learn how to come up with common ground by themselves,4,fear
i feel that even though some bloggers are popular within one clique there are twice the amount of people who are jealous of their success but chooses to kiss their butt to fit in and triple who disrespect them for their pompous notoriety,1,joy
i know so many people rave about it that i m feeling a bit weird,5,surprise
i feel aching andangry,0,sadness
i remote which i feel is terrific and great worth,1,joy
i let my fingers stroke across his chest to his heart marveling at the feel of him terrified that this is a step too far,4,fear
i was constantly complaining of not feeling so hot,2,love
i don t feel like there was a part before the race where i was stressed out,3,anger
i see myself feeling hurt or let down or uncertain,0,sadness
i am feeling particularly annoyed at my co workers i sometimes make the rounds of the floors finding literally pounds of white paper in the trash,3,anger
i feel hesitant unsure doubtful of myself,4,fear
i would feel more peaceful and easygoing,1,joy
i would gladly make it on the morrow since i am not feeling well,1,joy
i upload today i know some of you are waiting for my bareminerals video but i haven t filmed one and i m feeling kind of lousy today so i m catching up with doing laundry and taking it easy,0,sadness
i feel all hot and bothered and most of all i worry and worry some more and boy do i worry,2,love
i am in no way complaining or whining or feeling ungrateful,0,sadness
i feel so blessed to have been able to help,1,joy
i dont know why i think its because were on a break so not actively ttc but i just feel better about the whole thing,1,joy
i feel helpless and scared and all of these things i cant describe and i never thought of myself as a control freak but im recognizing that feeding my feelings is my way to control something in the midst of chaos,0,sadness
i feel uncertain about,4,fear
i feel fucked up on the inside,3,anger
i feel a little uncertain about the structure of a revalidation portfolio,4,fear
i feel like i am going to throw up or something i hated that site soooo much,0,sadness
i feel like im in such a strange place in life no one to take care of and no one who cares,4,fear
i hear that bird i know that all is well and i feel safe,1,joy
i havent been feeling very sociable lately so im sorry if im hard to get a hold of,1,joy
im feeling really annoyed today,3,anger
i cant help but feel how much burdened my parents are,0,sadness
i think guys who feel need to compensate do it by being obnoxious,3,anger
i feel like pulling a paige from charmed just dont hurt me ok,1,joy
i see how strong and bright you are and as you meet your milestones weeks early i feel assured that my gut was always right,1,joy
i still feel a little bit listless but im coping with it by getting as much work done as possible to distract myself and trying not to overthink anything,0,sadness
i am less sensitive and my feelings are less easily hurt,0,sadness
i answered feeling rather skeptical,4,fear
i do something and i feel completely stupid when someone points out the very obvious solution,0,sadness
i will always help others in any way i can but if you don t feel it within you to do the work and to finally learn to love yourself then my help and motivation will be in vain,0,sadness
i only heard news that made me feel really delighted,1,joy
i am feeling fairly virtuous,1,joy
im feeling a little shaky because im going to give a speech at jens retirement lunch shortly and i dont want to cry,4,fear
im still feeling a little shaky as i write this post,4,fear
i am and feeling total love and acceptance for my body in the moment is just as important as experiencing the exhilaration of a new experience,1,joy
i feel fine read the rest,1,joy
i witness what i feel helpless to change i take up my arms my heart and my pen and i write,0,sadness
i set up a consultation with a therapist last week and i went to see him today i spoke to him about my general feelings towards things and in the end he reassured me that i did not have atlephobia but instead i had social anxiety which is apparently really common,1,joy
i dont know why i feel so frantic about this but i really want to have this particular song for my little girl to be,4,fear
i was feeling melty and miserable enough myself so i can only imagine what he must have been going through,0,sadness
i was feeling over eager and hopped on to the tube to ride the eye of london,1,joy
i miss our talks our cuddling our kissing and the feelings that you can only share with your beloved,1,joy
i can t help myself from feeling a bit apprehensive in the meantime,4,fear
i felt this way before i was feeling rather reluctant whether should i go down to bishan to fetch my boyfriend,4,fear
i feel the need to tell you that phone calls do provide some useful purpose as annoying as they may be,1,joy
ive found it has made a huge difference especially on the finger with my ring and the my skin feels so much softer and less irritated,3,anger
ive left my job i feel a lot less stressed in general and i had a really good time just observing how much the kids enjoy the process of creating something new,0,sadness
i feel deer supporting mice parade at the hope rel bookmark permalink,1,joy
i still have a lot to paint on the warhound but enough of the model is now put together that i would not feel embarrassed fieldi,0,sadness
i feel they are pretty safe on my blog img src http s,1,joy
im feeling overwhelmed,5,surprise
i do feel more isolated since i started working,0,sadness
ive been feeling passionate about local business lately and i do like to walk through consignment stores and second hand shops just as much as i enjoy goodwill,2,love
i feel like i m a doomed gladiator in a stadium constructed of cardboard and copies of romeo and juliet and the outsiders are screaming for my blood,0,sadness
ill be thirty next year and im feeling positive about my life and the choices im making and the things that im putting out there into the world,1,joy
i feel that it is vital to the conservative movement or anybody to the right of obama for that matter not hard to be to watch carefully,1,joy
i feel ashamed and embarrassed every time someone is executed in the us,0,sadness
i cleaned i walked to work i feel very eco friendly right now and did manual labor with charts,1,joy
i feel foolish not putting them but that game was telling,0,sadness
i love those ted talks i feel intimidated more than inspired because greater than great can be found in simplicity too,4,fear
ive been feeling quite miserable wouldnt be lying,0,sadness
i was feeding morla i started to feel agitated and for no reason,3,anger
i pick up the cards i feel a shiver go up my spine and i just feel so curious,5,surprise
i can go off to blogland for a bit and get out any thoughts or feelings i want or dream and look at pretty pictures and then step back into my reality,1,joy
i feel like i do understand my divine nature as a daughter of god but clearly i dont,1,joy
i am feeling lousy right now,0,sadness
i do feel sorry for you,0,sadness
i have a rough day every now and then where i feel exhausted all day no matter how much sleep i get and then im good for a week or so,0,sadness
i as many others are feeling helpless that we as a world can not hold the grieving parents hands especially the mothers and grandmothers of nigeria as they desperately wait for assistance to have their girls return back home safely and let their laughter ring out through their home once again,4,fear
i can t help but feel appreciative of artists who produce such quality work,1,joy
i guess fiction powers along on good emotions versus bad emotions there wouldnt be much excitement if all the feelings between the characters were sweet and harmonious,2,love
i guess sometimes you arent aware of your true feelings until a playful kiss exposes them,1,joy
i am known for letting things go when im not feeling good,1,joy
i will write anything if i feel passionate about it or at the very least if it genuinely interests me,1,joy
i feel are chased away by the friendly hand that clutched mine,1,joy
at one of my close friends saying she didnt like the way i am nice to people i dont know,3,anger
i have just been wandering around santa cruz and thinking about this being the last time in a while that i m seeing all those meaningful streets squares shops caf s where i have spent so much time with my friends makes me feel almost heartbroken,0,sadness
i tend to avoid the news because i often feel like it doesn t add value to my life and only makes me fearful anxious and slightly paranoid,4,fear
i feel unsure or scared i talk,4,fear
i feel as though there has been some divine intervention on my behalf,1,joy
i feel proud of my work and the playful enriching curiosity encouraging environment that work has created for future kindergarteners who come through the school,1,joy
i tend to stop breathing when i m feeling stressed,0,sadness
i wanted to team up with my girlfriend and accept the sport amp health challenge to tone up drop pounds exercise five days a week eat healthy and feel more energetic,1,joy
ive been feeling very mellow this evening,1,joy
i resented being made to feel like a bad person for not possibly contributing to the better good and to the profits of some unspecified equipment maker,0,sadness
i occasionally find myself feeling desiring the room and time to distill and slowly mull over consider and explore the rich complexities that surround the foggy notion that there is an objective definitive knowledge of tantric buddhism,1,joy
i finished sailing i would feel so invigorated,1,joy
i feel like if i m too fake with lighting you ll be taken away and not immersed in the story,0,sadness
i were both feeling homesick so we decided to venture to a relatively new part of town,0,sadness
i feel you know basically like a fake in the realm of science fiction,0,sadness
im feeling indecisive and it scares me,4,fear
i am feeling brave enough,1,joy
i feel very out of place as well,1,joy
i feel less pressured to check on my phone and i gain better space to concentrate on what is more important in life,4,fear
i did wake up this morning feeling more like myself so after days of sloth i was keen to get geared up and head to higher altitudes,1,joy
i feel special joy in your elevation to this post,1,joy
i cant feel complacent,1,joy
i dont and i feel so god damn selfish for continuing to hurt myself all the time,3,anger
im feeling pretty morose for reasons that i dont need to go into beyond having been plagued by this same,0,sadness
i asked her why she thought of us after having no contact for years she simply said i have been having a feeling to find a little boy for you family and i just know this little guy is perfect for you,1,joy
i have to admit that while the story itself was interesting in their portrayal of the well known biblical story i came away feeling a little disappointed with the end result especially considering the names involved,0,sadness
i realise that although i originally started this blog for a specific purpose it has really grown beyond that and i shouldnt feel pressured to writing about specific things,4,fear
i am feeling more creative now and am able to think outside the box a bit and am going to attempt a more adventurous eating plan this week,1,joy
im feeling suitably annoyed by the panel and its time to get you a recipe for these previously deemed unworthy treats,3,anger
i enjoy feedback and love comments on my posts so please do not feel afraid,4,fear
ive been feeling homesick for several months probably since christmas,0,sadness
i love female vocalists though admit to feeling slightly embarassed of the femininely romantic theme of this piece,2,love
i feel the precious metals sector will be starting something like this in the near futures and possibly it has already started as seen in the rising volume on the down days,1,joy
i feel his innocent and loving breath on my neck,1,joy
i feel treasured i feel loved i feel ive done more than just pursue the craft i adore and make a living from it and more than just fulfil the only real ambition ive ever had of becoming a professional writer,2,love
i just want the best for that boy maybe i can really stop feeling like im a heartless bitch,3,anger
i come out of the cinema feeling like a giggly schoolgirl,1,joy
i am so grateful for that today and feel very blessed to have two grandsons right now,1,joy
i feel like i cant afford to be afraid to show that i am sometimes weak to allow others to see me as anything less than the strong wife and mom that i feel i am,4,fear
i was feeling brave and wanted to try my hand at free motion quilting,1,joy
i think that now if i were to ride it without you or with another person present i would feel disheartened,0,sadness
i feel rude feel free to grab the seat next to me,3,anger
i feel disappointed and want to tear up some paper and throw it across the room and write a giant letter of why things are unfair i just think of perspective,0,sadness
i told him i was feeling anxious about turning thirty,4,fear
i am feeling fine apart from being a little tired from being rudley woken up by some noisy drivers,1,joy
i feel like a child who got one lick of the most delicious lollypop ever,1,joy
i keep running up the hill and fitness wise feel fine but along with my foot my calves are starting to now hurt also as they begin to tire,1,joy
i sit here tonight i feel anxious,4,fear
i feel funny cause bonka neva thanked me fa his awards,5,surprise
i wrote my last post i was feeling extremely regretful about the end of our relationship,0,sadness
i feel it would be pleasant to have a cigarette there is a sort of deep rooted memory of enjoying sucking that carcenogenic smoke into my lungs but i believe that feeling of pleasantness is an illusion,1,joy
i ran upon it while looking for a cute saying to add to address change cards planning ahead and feeling positive,1,joy
i feel a bit melancholy when i think about not teaching the children i don t yet have about the love of jesus or not taking them to sunday school or not having them attend vacation bible school,0,sadness
i feel scared rather than curl up like a threatened porcupine,4,fear
i feel like i should be suspicious of her but im just so happy to see her,4,fear
i feel annoyed that those who bought tickets and sat through the screening could even find distraction with such offensive scenes and sounds flashed before them,3,anger
i feel lighter ive got more energy and im loving the rhythm of our days,2,love
im feeling quite disillusioned about my weighins,0,sadness
i feel like i am not special,1,joy
i know how you feel i was physically abused as a child by a family member and was beaten by my father til he died when i was and then my older brother beat me til i moved out at,0,sadness
i feel like someone who really should learn not to stress out because we live in an ultimately benign universe,1,joy
ive been feeling lately that i am much less likeable than i used to be,1,joy
i get into what it actually does i feel like everyone should buy it just because it smells amazing,1,joy
i feel a little discouraged here,0,sadness
i feel that cold breeze,3,anger
i feel dirty because i didn t like jane eyre and i just bigged it up in context yes but still,0,sadness
i managed a whole tuesday of eating clean but have caffeined up today and am feeling rather shaky,4,fear
i just want them to hug and drink beer together and for neither of them to feel tortured at the same time,3,anger
i hope my generation will pass on good values and beliefs to the next generation because i feel that is very important,1,joy
i didnt feel threatened at all by the people like i would have for the first minutes walking in indonesia,4,fear
i am feeling more and more dissatisfied and anxious about this self imposed weekly deadline,3,anger
i feel like if we are longing to hear god hungry to see him and looking for him in our lives he will reveal himself through many and any manner possible,2,love
i still feel like i was somehow one of the family members horribly wronged by the tragic events that have transpired today,3,anger
i never cease to feel amused when with a single facial expression i have the power of modifying a students behavior,1,joy
i feel rich in it,1,joy
i went for the large double double along with a chocolate chip muffin i was feeling dangerous,3,anger
i feel like blair just wants to be loved,2,love
i can remember i feel especially impressed to start fresh new and remove clutter,5,surprise
i feel insulted by this that he doesnt even respect me enough to let me know hes not coming not until i indicated i was going to bed,3,anger
when i hooked a girl in kitwe she was very beautiful for my standards,1,joy
i feel like i shouldn t be that amazed with a degree in biology i was blown away,5,surprise
i feel it is unfortunate that my companion differs,0,sadness
i am much lighter now i feel extremely passionate about myself and my life yes me i do,2,love
i read the sentinel article on hanford city councilman dan chins proposed media policy and the secret committee meetings my feelings could be summed up in a single word alarmed,4,fear
i know i will feel quite melancholy this weekend as its our very last bit of relaxation downtime within those four walls before a week of working packing and then eventually moving,0,sadness
i long for this its a need i feel is all of this in vain,0,sadness
i feel these kinds of emotional urges i try to identify their intellectual roots so i can understand them better,0,sadness
i get the feeling he needs to feel accepted and appreciated,1,joy
i feel as if she isnt faithful but i dont have a reason to should approach her or just wait until i have a reason to approach her,1,joy
i feel like in a way i kinda shocked my body by changing my calorie intake,5,surprise
im feeling particularly carefree i have hawaiian bbq chicken pizza with chicken bbq sauce pineapple and onions,1,joy
i have no better word to describe the way i feel than heartbroken,0,sadness
i feel very miserable now,0,sadness
i remember feeling humiliated because of the people in the front seat of the car,0,sadness
i keep going despite feeling miserable,0,sadness
i feel embarrassed though think really red faced with steam emerging but i feel i need to do this to better myself as an artist,0,sadness
i love the combination of lavender and orange scent but feel free to substitute any other fragrance oil or essential oils that you wish,1,joy
i asked the girls i was with if it was just me or if their eyes were feeling weird also,5,surprise
i said sir i feel from real time company experience that mba would be more valuable for my career than gate since most work now a days in it companies now is support based,1,joy
i think my feelings remix is the result of how neurotic i can be,4,fear
i can feel it think i determined to a href http usarious,1,joy
i also feel like i am being selfish in not being grateful for the life i do have and the amazing things in it,3,anger
i am a down to earth person and say what i feel very affectionate,2,love
i didnt feel any real emotional connection this not being so much a character driven story,0,sadness
i really feel amazed on how they can do that,5,surprise
i feel like they ve just kind of coasted but they ve gotten even more popular,1,joy
i headed there fully expecting them to have been sold out ages ago and that i would find myself staggering back upstairs without them feeling all bitter twisted and disappointed but at least with some of the allocated pennies still lurking in my own bank account,3,anger
i begin to feel terribly rude and that causes me to become depressed,3,anger
i feel petty things but not to the extent that humans seem to feel them wars have been started over stupid little things and try as i might i cannot understand how things such as loving two people or feeling jealous can lead to murder and unhappiness,3,anger
im feeling so insecure financially right now that i dont want to spend the,4,fear
i am feeling excited and also nervous worrying about all the little details and hoping that our first day goes well,1,joy
at the hypocrisy of some of my friends,3,anger
i hate to feel devastated so much so that i have an unhealthy habit of suppressing my feelings,0,sadness
i have always wanted ice cream when i feel lousy,0,sadness
i feel jealous becasue i wanted that kind of love the true connection between two souls and i wanted that,3,anger
i didn t feel too hot from the swim,2,love
i feel sorry for albums like the nd law and living things which have four or five fantastic albums to compete against,0,sadness
i saw them that anything was wrong they told me some excuses but i am feeling truly insulted and i am feeling desperate again,3,anger
i feel im a largely unimportant person it really does mean a lot to me that people even consider coming here,0,sadness
i wouldnt have thought that id be feeling this way but i feel amazing and am glad for what happened,1,joy
i miss her so much every moment but now i feel like i miss her even more like she is as far away as she has ever been because i am so distracted,3,anger
i feel like that s the thing that happened with my dad i was too stubbornly loyal to let him dump me like a rotten piece of food,2,love
i am still feeling some low energy and effects of stress,0,sadness
i feel bitchy i guess,3,anger
i feel yet you are so heartless and go for the men that will break your heart,3,anger
i am feeling much like the guy in the pic above a little overwhelmed and starved for time but very delighted to be making new work and preparing my little florida bungalow for thanksgiving guests this weekend,5,surprise
i feel pretty confident in my decision,1,joy
i overslept and the hangover kicked in mid morning im still feeling extremely delicate,2,love
i expect fast food sales to rise a smidgen a negligible blip and for someone to be benched and half of the people to feel jubilant and about the same number to either feel let down or house their disappointments in hopes for the next season,1,joy
im with her i feel terrific,1,joy
im being silly but i feel like a terrible mom lately,0,sadness
i don t like being at home it feels so unwelcome in fact i despise it,0,sadness
i cant describe how im feeling without giving it away but in a way im feeling a bit heartbroken but definitely touched,0,sadness
i feel in order to be successful in your own life you need to further your education,1,joy
i said in some recent interviews we will have two guests on the next alcest album and today i feel glad to reveal the first one,1,joy
i was feeling rather pleased with myself when colombians who remembered the gringa with the bike from el amparo took me under their wing as they reckoned if we inquired about a boat as a group of we would get a discount,1,joy
i feel your motivation will be satisfied when you read this write up also who understands,1,joy
id have to get to the class for eight dance for an hour nine get home ten if im lucky eat i cant eat before a class as dancing when full makes me feel vile sit around digesting etc ish then get to bed and try to sleep before getting up unnaturally early,3,anger
i just feel so good inside when i see people walking away with their own handmade pieces of,1,joy
im not feeling fantastic is that i havent actually taken any time to rest,1,joy
i had this gut feeling that i was going to be ok,1,joy
i remember feeling surprised and stunned that a writer of the stature and quality of lauren had read one of my books long ago,5,surprise
i can remember a year ago yesterday feeling so unsure so scared of what our future held,4,fear
i mean the way that a house feels to me how i draw it around myself how i like to arrange and rearrange little corners assemble still lifes of flowers and precious objects,1,joy
i feel especially thankful,1,joy
i should instead develop warm and friendly feelings towards everyone i meet thereby allowing my mind to develop virtuous attitudes,1,joy
i feel incredibly idiotic but i was also embarrassed because it hadnt been their fault at all and i had yelled at one of the workers on the phone out of frustration about needing to call them a million times sending so many emails and still the problem was not solved,0,sadness
i realized that when i let my mind race and i start to feel restless i get the desire to smoke,4,fear
i feel i must apologise as i was a little giggly tonight and received a raised eyebrow from a sensible member of the youth orchestra,1,joy
i feel weird sharing that but this is the source of some of my greatest insecurities,5,surprise
i thought i would very sweetly cover over what i was really feeling and say something pleasant about all the bad things he had done whatever they were,1,joy
i feel this urge to update because i resigned from my hour job making coffee for people a day by myself,0,sadness
i feel super lonely when its just me and the dogs but at least we are together and im not tdy all the time anymore,1,joy
i had a feeling bernd would have odds this week around to and that is more than generous of the sportsbook,2,love
i shalt say we did cos i din feel a thing when he wrote hw he is keen on xxx,1,joy
i feel scared when my father suddenly opens a door,4,fear
i was driving i feel so contented after sadhana so fulfilled,1,joy
i feel as if it only engrains these prejudiced ideas more,0,sadness
i constantly feel lied to and wronged by them i love these people to death,3,anger
i feel terrible no one want to listen to me either,0,sadness
i was blessed but in some ways i feel like im being tortured by divinity,4,fear
i do feel lonely at times and at times i still feel that i am alone,0,sadness
i feel blank the more it freaks me out,0,sadness
i am left feeling numb and shaky,0,sadness
i feel indecisive about baker although my room is the smallest double it still seems big but i hate how loud the guys across the hall are,4,fear
i know that tenge will get me to and from almost anywhere so if i am feeling impatient i offer more,3,anger
i feel irritable or depressed during the course of the day i just stop and think am i too hungry angry lonely or tired,3,anger
im just hoping i can walk by then because my thighs are not feeling at all friendly today,1,joy
i feel like i cause a lot of problems for her and am not exactly sure of her sincere feelings,1,joy
im left feeling convinced this is another relationship that is damaged and it was one of only a handful remaining that i had trust in,1,joy
i do struggle i dont get anxious instead i feel that much more determined to succeed,1,joy
i feel like i broke all my rules and i won lots of battles other days i feel like nothing changed since days ago,0,sadness
i know i should feel dismayed or at least sheepish that one of my friends basically believes i have an eating disorder but actually my emotional response to his statement was one of genuine surprise and pleasure that someone had noticed and remembered something about me,0,sadness
i plot that makes the reader feel like he is with owen morgan during his dangerous undertaking,3,anger
im feeling playful takes user to an interactive google doodle such as the one for pac man,1,joy
i was really feeling crappy even after my awesome week of workouts,0,sadness
i really enjoy having the weekend off i feel naughty for not doing but i am still getting results and it is a really nice treat,2,love
im feeling a little melancholy as i listen to this song,0,sadness
im feeling pretty energetic,1,joy
i just needed some sun but for the first time in a long time im feeling really excited about my life,1,joy
im feeling all bashful exposed and vulnerable because my blog crush is out in the open now,4,fear
i have the emotions but have learned that to feel them to let myself become agitated or excited means that my heart and heat jumps the regulated limits of what can be sustained,4,fear
i feel kinda lost posted by a href http jumbleupon,0,sadness
i mean i am kinda feeling disturbed when subaru is close to me,0,sadness
i feel that grits and even polenta are an unfortunate fate for corn,0,sadness
i provided dinner alcohol and a place to crash and all i got in return was the feeling of being completely unwelcome in my own apartment,0,sadness
i feel like ive become to complacent with the old and im ready to make some changes for the year,1,joy
i feel the meal was incredibly pleasant for both of use,1,joy
i havent gotten them yet because i still resent paying dollars for a procedure that wasnt fully successful and since i wore glasses for years i feel ive been tortured enough,3,anger
i was feeling like a pretty crappy mom,0,sadness
i am feeling humorous i put cold callers on hold,1,joy
i wake up always feeling anxious not knowing why,4,fear
i feel her pain and i let her know and i want anyone else suffering with depression to know that you are not alone,0,sadness
i will feel as though i am accepted by as well as comfortable being around both sides of my family,2,love
i like that these type of assumptions because it makes me feels a bit more positive,1,joy
i still feel devastated,0,sadness
i feel i need to change that pattern so that i can stand up for myself and learn to be supportive,2,love
i feel like i m always beaten up by some sort of evil people,0,sadness
i feel tortured being a person because no one in the world even think im somebody i wish there will be somebody out there wishing is just a waste of time though i dream too for somebody but its just the same tortured,4,fear
i feel like i have been learning through the job transition and now through this ordeal is how precious it is when someone asks or cares about what we are going through,1,joy
i still feel that i expect pieces of the world from him but im afraid to come close and place those expectations upon him again in fear that hell disappoint me,4,fear
i still love to run and plan to keep it up but i don t want to once again register for so many races that i feel like every exercise moment needs to be devoted to running,2,love
i have a feeling she is going to be an amazing artist like her daddy and uncles,1,joy
i do it because it feels important to have a voice and knowing people read this i want to say things which i think are important and which i hope might be of some comfort to others,1,joy
i feel petty a href http clairee,3,anger
i would not expect you to understand and if you have i feel horrible for you,0,sadness
i don t believe in my weakness he is strong i don t believe i am more than a conqueror and i feel like i m a real fake and it s not fine,0,sadness
i didn t want to feel foolish ridiculous embarrassed and self conscious,0,sadness
i do feel confident that ill be able to compete on price my product is some of the most affordable on etsy but what if people would rather pay more for pompoms and multi colored braided ear flaps,1,joy
i do however feel a tinge of regret now that i know how its damaged my abilities to breast feed,0,sadness
i can feel the longing and care and love too,2,love
i spent my vacation from school feeling confused and heartbroken,4,fear
i feel intimidated like i just want to turn around and head back into the safety of my yoga class or hop on the tried and trusty treadmill,4,fear
i guess it all just depends on my mood whether im feeling sociable or not,1,joy
im feeling regretful tonight too,0,sadness
i feel a bit triumphant about that,1,joy
i had kind of been feeling lethargic and out of it all day,0,sadness
ive been feeling low when i get home so i eat to fill my time and the hole in my heart,0,sadness
i came home and enjoyed minutes in the garden feeling the lovely warm sunshine on my face,2,love
